"","EXP1.WT.HOME.1","EXP1.WT.HOME.2","EXP1.WT.HOME.3","EXP1.WT.LEARN.1","EXP1.WT.LEARN.2","EXP1.WT.LEARN.3","EXP1.KIX.LEARN.1","EXP1.KIX.LEARN.2","EXP1.KIX.LEARN.3","EXP2.WT.HOME.1","EXP2.WT.HOME.2","EXP2.WT.HOME.3","EXP2.WT.LEARN.1","EXP2.WT.LEARN.2","EXP2.WT.LEARN.3","EXP2.WT.LEARN.4","EXP2.KIX.LEARN.1","EXP2.KIX.LEARN.2","EXP2.KIX.LEARN.3","EXP2.KIX.LEARN.4"
"ENSMUSG00000067773.6",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101685.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101738.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101306.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088800.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101644.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099433.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000089787.2",0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"ENSMUSG00000042596.7",0,1,2,2,2,1,2,0,0,0,1,0,0,3,1,0,4,0,0,2
"ENSMUSG00000100720.1",6,5,5,6,1,0,0,15,1,2,0,1,2,0,0,1,1,2,0,0
"ENSMUSG00000025927.13",3,10,6,9,10,3,5,3,6,3,20,0,7,5,9,5,4,4,1,0
"ENSMUSG00000100538.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101117.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100204.1",7,4,19,6,10,5,17,4,10,3,3,1,1,1,3,2,1,3,4,3
"ENSMUSG00000084668.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102597.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000043760.16",5,5,4,0,4,7,1,1,2,0,2,0,0,1,0,0,0,2,0,0
"ENSMUSG00000104095.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000089914.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000090142.2",7,9,19,18,15,8,22,8,12,0,1,0,0,1,0,2,0,0,0,1
"ENSMUSG00000070175.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000065559.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099906.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"ENSMUSG00000065480.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000025929.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000041872.9",1,0,0,2,0,0,0,0,0,6,6,2,2,3,2,2,3,1,2,1
"ENSMUSG00000041859.10",150,138,251,182,210,191,202,186,228,116,149,48,68,190,69,54,118,143,54,47
"ENSMUSG00000099714.1",2,1,0,0,0,1,0,0,2,0,2,0,0,1,1,1,1,1,0,1
"ENSMUSG00000102121.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088858.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000097934.1",10,22,19,17,28,18,30,12,14,55,63,13,34,55,26,28,30,56,22,22
"ENSMUSG00000025931.15",6233,6435,10137,9957,11022,10089,10084,6853,10309,4909,6152,2924,4240,6041,2965,2642,5163,6004,2491,2231
"ENSMUSG00000077314.1",11,13,5,1,14,3,6,7,4,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100929.1",1,5,11,8,7,10,10,3,4,5,14,10,9,17,6,6,10,11,7,4
"ENSMUSG00000041809.5",63,58,106,82,76,80,61,57,69,113,95,28,67,178,58,41,85,89,58,41
"ENSMUSG00000041779.5",57,99,115,69,93,96,73,50,78,67,115,20,51,159,40,47,68,92,52,53
"ENSMUSG00000099971.1",0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100819.1",12,8,13,7,10,5,6,3,5,14,14,3,6,10,5,1,7,9,4,7
"ENSMUSG00000025933.15",680,731,881,1040,1212,971,1045,716,1161,1102,1212,382,797,1145,538,525,896,1118,475,470
"ENSMUSG00000102633.1",8,6,11,6,12,5,10,11,13,3,4,0,2,0,0,0,1,0,2,0
"ENSMUSG00000025934.15",33,30,39,15,38,25,25,28,29,70,88,38,51,83,45,35,77,72,39,26
"ENSMUSG00000099343.1",0,0,4,0,1,1,4,0,1,3,4,1,1,2,2,0,1,2,4,1
"ENSMUSG00000096375.2",0,3,3,2,0,1,6,2,5,2,2,2,0,3,2,2,2,0,5,6
"ENSMUSG00000025936.15",0,0,0,3,1,0,0,2,0,1,2,2,1,2,3,2,4,4,0,1
"ENSMUSG00000093963.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000067750.3",0,0,1,0,2,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0
"ENSMUSG00000086194.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094436.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ENSMUSG00000041722.7",0,3,0,1,2,1,2,1,2,3,10,0,2,7,1,0,7,3,0,2
"ENSMUSG00000085507.1",1,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1,0
"ENSMUSG00000094926.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000085079.3",1,0,0,1,0,2,4,1,2,0,2,1,0,1,0,0,1,0,0,0
"ENSMUSG00000085679.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028033.16",3394,3079,4154,4455,5469,4778,4861,3195,4091,3296,3464,1273,2719,3411,1778,1686,3253,3652,1639,1417
"ENSMUSG00000104138.1",1,12,15,4,10,0,7,3,3,0,0,0,0,0,0,0,0,2,0,0
"ENSMUSG00000082935.3",29,31,61,74,78,82,58,75,79,4,10,15,2,14,15,14,11,5,20,15
"ENSMUSG00000103748.1",7,16,12,10,36,20,2,6,16,3,2,0,2,1,0,1,0,1,2,0
"ENSMUSG00000097109.1",288,308,330,331,478,374,367,216,304,74,57,21,54,41,28,26,49,51,30,19
"ENSMUSG00000099692.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100418.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000041670.16",3956,3821,6496,5565,6796,6015,5952,3764,6172,2355,2574,950,1884,2412,1214,1005,2195,1976,975,988
"ENSMUSG00000097642.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101468.1",0,0,0,0,1,0,0,1,0,1,3,0,0,0,0,0,2,0,0,0
"ENSMUSG00000101227.1",0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000073730.2",0,0,2,0,1,0,0,0,5,0,2,0,1,1,1,0,1,0,0,0
"ENSMUSG00000089553.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102766.1",2,1,4,1,2,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000065405.3",1,2,2,1,11,2,0,2,8,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000097970.1",5,13,21,18,27,8,31,16,10,6,17,5,9,16,10,7,13,20,2,13
"ENSMUSG00000065567.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100775.1",2,2,7,0,0,2,0,4,6,0,1,0,0,1,0,1,0,2,0,0
"ENSMUSG00000101226.1",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026158.11",1928,1705,3713,2838,3978,3889,3799,2629,4149,6073,7480,2529,5385,6501,3448,2999,6859,7279,3067,2726
"ENSMUSG00000097920.1",0,2,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,1,0
"ENSMUSG00000099503.1",2,0,0,1,4,2,1,0,2,0,1,0,1,0,0,0,0,2,1,0
"ENSMUSG00000026156.8",262,190,366,313,465,366,407,257,385,525,644,214,488,544,273,248,577,588,289,237
"ENSMUSG00000026155.13",873,825,1389,1058,1297,1254,1226,812,1253,1245,1576,537,1041,1647,675,570,1367,1457,624,583
"ENSMUSG00000026154.4",151,143,352,247,277,281,261,225,318,493,685,208,426,661,324,253,528,600,276,218
"ENSMUSG00000102495.1",1,0,0,4,4,1,1,3,0,6,0,0,0,0,3,2,1,0,0,0
"ENSMUSG00000026153.15",498,591,1400,898,985,1043,1076,866,1278,1181,1352,461,966,1438,672,600,1213,1207,582,645
"ENSMUSG00000102398.1",22,23,21,18,15,20,10,9,18,9,10,3,2,9,6,3,9,9,2,9
"ENSMUSG00000097670.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026147.16",21,19,73,29,17,19,24,28,22,33,46,11,29,53,26,16,45,66,16,20
"ENSMUSG00000026141.13",489,631,1056,878,994,1049,740,514,857,282,377,96,246,257,158,112,276,186,104,94
"ENSMUSG00000077463.1",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099997.1",197,185,293,274,289,267,231,219,229,6,3,2,4,7,5,2,4,8,4,2
"ENSMUSG00000100131.1",303,463,455,254,683,478,423,189,454,47,60,45,60,64,53,61,48,67,61,62
"ENSMUSG00000067736.2",25,28,35,19,40,45,32,18,46,4,10,8,5,8,14,7,5,8,25,14
"ENSMUSG00000101939.1",305,308,535,509,407,427,400,243,382,11,13,11,9,12,8,15,20,11,12,15
"ENSMUSG00000101111.1",2394,2519,4990,4454,4519,4497,4375,2470,4685,82,109,112,77,92,133,115,84,82,113,141
"ENSMUSG00000100862.1",1981,2088,2697,1715,2971,2864,2654,1327,2996,93,116,108,96,105,185,175,109,113,141,164
"ENSMUSG00000102070.1",4123,4261,5116,3920,6056,5668,5637,2773,6088,75,77,91,72,90,120,109,63,90,120,116
"ENSMUSG00000101249.1",2223,2464,4888,4413,4058,4379,3836,2621,4806,166,198,147,170,209,172,178,168,196,171,192
"ENSMUSG00000073725.8",3024,3511,5907,5447,6092,5598,5370,3972,6085,6617,7375,2619,4914,7884,3795,3193,6568,6251,3206,3015
"ENSMUSG00000100808.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100483.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100450.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099392.1",0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
"ENSMUSG00000033569.17",4527,5517,8786,8072,8812,7652,7454,5796,8944,4990,5231,1764,3998,5132,2595,2396,4864,4901,2254,2153
"ENSMUSG00000080849.1",8,14,19,9,6,10,4,4,12,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000104257.1",4,22,11,6,19,13,9,3,7,0,2,0,4,1,1,1,2,1,0,0
"ENSMUSG00000096866.1",1,1,1,1,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000102296.1",5,17,9,10,20,5,4,6,9,0,3,1,1,0,0,0,2,1,0,1
"ENSMUSG00000103209.1",23,61,86,42,118,47,42,48,69,2,4,1,7,3,1,1,2,4,2,1
"ENSMUSG00000104027.1",40,64,74,24,66,53,35,26,43,0,5,0,1,0,0,1,0,0,2,1
"ENSMUSG00000102407.1",35,75,112,57,108,73,43,34,63,3,1,0,6,0,0,0,0,2,0,0
"ENSMUSG00000103214.1",52,118,199,113,179,137,58,85,120,1,1,0,3,0,0,0,3,1,0,0
"ENSMUSG00000104100.1",34,61,71,49,82,42,28,16,44,2,4,0,12,4,1,2,2,5,0,2
"ENSMUSG00000084740.1",2,2,4,2,7,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000103889.1",27,68,68,38,72,29,34,20,41,2,2,0,2,3,0,1,3,7,1,0
"ENSMUSG00000101301.1",13,12,24,13,15,20,8,14,10,1,0,0,0,0,0,1,0,0,1,1
"ENSMUSG00000104221.1",26,68,70,34,68,45,35,31,37,1,2,1,3,1,0,0,0,2,1,0
"ENSMUSG00000102250.1",107,177,271,125,213,126,79,85,121,4,1,2,9,3,1,1,3,1,1,0
"ENSMUSG00000102317.1",134,248,377,192,330,222,138,106,217,2,7,0,10,2,1,2,4,5,1,4
"ENSMUSG00000103563.1",39,78,105,49,83,40,41,26,51,4,0,0,9,0,0,0,3,3,0,0
"ENSMUSG00000102465.1",117,188,239,112,288,189,123,87,127,23,25,9,27,21,13,15,15,11,11,5
"ENSMUSG00000102659.1",70,139,193,66,171,99,69,57,90,3,5,0,11,1,1,1,1,7,2,1
"ENSMUSG00000103924.1",196,236,426,207,461,296,201,186,241,3,5,1,14,1,1,1,3,8,0,1
"ENSMUSG00000104132.1",112,155,345,146,318,217,169,79,243,1,5,0,10,1,0,1,0,4,0,0
"ENSMUSG00000102747.1",80,107,223,72,160,121,95,62,117,4,9,1,5,3,3,1,5,9,0,2
"ENSMUSG00000102386.1",22,42,95,29,75,50,39,14,60,18,28,7,16,17,9,12,23,30,12,12
"ENSMUSG00000103004.1",21,31,72,49,63,42,38,33,36,0,1,0,1,1,0,0,0,0,0,0
"ENSMUSG00000104516.1",19,24,27,18,28,30,20,8,34,42,52,12,35,49,22,20,60,25,19,16
"ENSMUSG00000101618.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099458.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088111.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073722.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095256.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100310.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101514.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101033.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101372.1",1,0,1,1,2,7,1,2,1,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000103241.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000086240.4",8,3,10,5,7,7,5,7,5,4,10,0,5,4,10,4,7,4,6,5
"ENSMUSG00000048411.4",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000081557.2",1,0,1,9,3,1,0,3,2,0,0,0,0,2,0,1,0,1,0,1
"ENSMUSG00000058590.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101235.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000064433.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080625.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080391.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099257.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099492.1",156,195,280,289,256,249,269,220,279,8,8,9,9,9,8,4,3,3,4,1
"ENSMUSG00000101726.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096829.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000098883.1",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000053185.2",0,4,1,1,3,3,3,0,4,2,2,2,6,7,0,1,1,3,4,4
"ENSMUSG00000100261.1",11,24,27,23,17,24,17,16,23,3,3,3,0,1,1,5,4,1,3,4
"ENSMUSG00000101180.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ENSMUSG00000048874.15",1908,1955,4153,3213,3727,3315,3405,2587,3855,3047,3539,1404,2448,3590,1888,1609,3121,3202,1556,1518
"ENSMUSG00000103783.1",48,67,129,78,87,70,54,46,80,0,0,0,1,0,0,0,0,5,0,0
"ENSMUSG00000104315.1",64,93,172,97,117,104,72,57,114,1,1,0,2,5,0,0,2,3,0,0
"ENSMUSG00000026064.15",696,772,1373,1099,1400,1052,1121,970,1224,1159,1328,497,992,1457,710,627,1362,1389,629,514
"ENSMUSG00000086151.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000086726.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087346.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100371.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100237.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000098529.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000086727.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100910.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099796.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000050217.13",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026063.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077664.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100205.1",0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0
"ENSMUSG00000100592.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094215.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101093.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070960.4",1,4,6,5,8,3,5,5,8,0,5,1,1,2,1,1,2,2,2,3
"ENSMUSG00000088620.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000082159.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026058.11",259,334,503,341,508,396,370,289,471,283,324,121,224,305,168,126,304,383,138,175
"ENSMUSG00000064688.1",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000103482.1",19,33,41,14,41,29,25,14,20,20,34,11,21,21,9,13,23,31,16,13
"ENSMUSG00000104498.1",0,8,2,1,2,0,3,2,1,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000104313.1",10,29,55,15,52,31,29,20,28,0,0,0,0,1,1,0,0,1,0,0
"ENSMUSG00000102865.1",11,25,26,14,27,20,17,13,16,47,62,23,41,56,27,19,51,49,23,22
"ENSMUSG00000102321.1",11,27,21,8,28,9,14,12,25,19,31,12,14,22,6,8,18,19,5,19
"ENSMUSG00000091318.2",15,46,34,14,39,31,17,20,12,102,128,36,67,108,44,65,86,112,53,68
"ENSMUSG00000089489.1",3,3,3,0,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000104433.1",8,6,7,4,19,11,7,0,13,24,31,13,18,14,10,6,24,11,9,7
"ENSMUSG00000089395.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102926.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100497.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102917.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100481.1",23,21,63,58,51,46,46,56,51,3,1,3,1,3,7,7,6,4,2,3
"ENSMUSG00000100590.1",0,1,0,2,0,2,0,0,1,2,1,1,1,0,2,0,1,2,0,1
"ENSMUSG00000088750.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000104230.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000101754.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000065223.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100318.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101612.2",0,1,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,1,1
"ENSMUSG00000065260.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026134.11",87,166,275,206,210,205,193,133,260,189,257,96,145,239,122,110,210,208,117,109
"ENSMUSG00000101682.1",0,0,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000102714.1",5,4,6,1,10,3,2,3,3,0,1,0,1,2,0,0,1,0,1,0
"ENSMUSG00000102093.1",0,3,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000103746.1",27,25,27,32,29,28,33,28,35,11,13,7,7,19,5,4,7,14,6,9
"ENSMUSG00000102198.1",0,0,3,6,1,1,0,0,1,0,1,0,0,2,2,1,3,2,2,0
"ENSMUSG00000004768.14",490,531,817,875,925,857,789,598,943,1177,1349,538,941,1422,751,667,1283,1370,635,602
"ENSMUSG00000042215.8",180,188,318,255,284,234,208,127,252,313,406,146,257,388,173,171,311,355,142,147
"ENSMUSG00000103072.1",0,0,1,0,0,3,1,0,0,2,2,0,1,5,0,1,4,1,6,0
"ENSMUSG00000042197.13",2012,2383,4267,3919,4408,3794,3400,2541,4644,2035,2340,962,1816,2387,1235,1063,2217,2344,1044,1000
"ENSMUSG00000081402.4",52,54,86,84,81,82,60,38,79,5,3,6,7,4,6,5,9,3,8,4
"ENSMUSG00000042182.16",1145,1150,2215,1990,2080,2170,1978,1516,2387,3928,4845,1712,3167,4572,2111,1812,4120,3769,1814,1752
"ENSMUSG00000104416.1",7,16,32,16,19,21,14,0,16,2,0,0,0,0,1,0,1,1,1,0
"ENSMUSG00000026131.18",19959,21220,38825,30693,37155,32003,31509,24089,34841,12568,13071,5023,9634,13895,6511,5484,11308,11019,5597,5425
"ENSMUSG00000103596.1",13,7,7,6,5,9,3,12,5,0,0,0,0,1,0,0,1,2,1,0
"ENSMUSG00000099382.1",0,0,4,0,0,2,0,0,4,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000084506.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000103364.1",22,39,92,79,63,34,30,25,49,5,10,6,9,10,6,4,11,18,4,5
"ENSMUSG00000105982.1",0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096992.3",33,39,106,57,66,52,28,36,48,4,11,6,5,5,4,5,7,10,8,2
"ENSMUSG00000103001.1",2,6,22,17,9,8,11,1,4,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000104397.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102839.1",0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000101206.1",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000101462.2",37,79,82,57,112,56,76,44,85,81,96,33,51,85,49,51,85,109,56,42
"ENSMUSG00000102336.1",231,352,377,318,447,290,343,239,422,76,90,22,50,79,42,30,64,59,27,37
"ENSMUSG00000092852.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000042111.9",512,554,790,692,812,721,776,468,907,742,885,295,557,844,402,367,716,901,378,326
"ENSMUSG00000101711.1",5,9,1,4,6,5,5,4,3,6,0,2,3,1,0,1,2,3,3,1
"ENSMUSG00000026127.13",869,1131,1707,1814,1636,1543,1323,976,1601,887,1076,393,753,1238,537,442,978,1110,516,439
"ENSMUSG00000026126.15",22,32,66,56,42,41,40,33,60,27,53,17,35,51,29,18,37,48,20,17
"ENSMUSG00000100280.2",1,1,5,7,7,9,6,3,1,8,21,2,5,14,4,7,5,7,4,3
"ENSMUSG00000101223.6",1,1,1,1,1,4,0,2,8,1,3,0,1,2,2,0,1,2,5,1
"ENSMUSG00000026125.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101116.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026124.4",2,0,1,0,1,1,0,2,1,1,1,0,0,2,0,1,0,0,0,0
"ENSMUSG00000101803.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000037529.13",2,4,0,0,1,0,0,0,0,1,1,1,0,1,2,0,0,2,0,0
"ENSMUSG00000045815.4",19,31,54,18,22,26,27,22,51,2,0,3,3,2,0,1,5,1,0,0
"ENSMUSG00000045174.10",2564,2989,4652,4647,4246,4421,4117,2731,5093,2025,2202,820,1648,2186,969,940,1954,2369,896,864
"ENSMUSG00000100524.1",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102499.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000103521.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000104098.1",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000037509.19",9866,10181,14331,15411,14829,14721,13293,8797,14620,9045,9963,3756,7282,9596,4645,4277,8757,10859,4238,3562
"ENSMUSG00000102537.1",2,1,1,1,0,1,3,0,0,1,0,0,0,0,0,1,1,1,0,0
"ENSMUSG00000102612.1",1,4,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000104002.2",117,160,197,162,177,134,142,85,161,161,187,66,153,193,82,80,172,228,78,68
